NameSpace 27_2013 28_2013 29_2013 30_2013 31_2013 32_2013 33_2013 34_2013 35_2013 36_2013 37_2013 38_2013 39_2013 40_2013 41_2013 42_2013 43_2013 44_2013 45_2013 46_2013 47_2013 48_2013 49_2013 50_2013 51_2013 52_2013 00_2014 01_2014 02_2014 03_2014 04_2014 05_2014 06_2014 07_2014 08_2014 09_2014 10_2014 11_2014 12_2014 13_2014 14_2014 15_2014 16_2014 17_2014 18_2014 19_2014 20_2014 21_2014
137 4 17 15 15 6 0 0 17 28 42 24 33 38 32 53 22 23 35 16 26 26 84 21 11 6 0 0 27 29 48 29 42 31 30 12 26 28 29 31 94 5 34 6 19 13 12 22 20
138 1 80 9 90 0 0 0 8 30 8 188 101 105 83 75 25 4 27 12 164 13 2 0 41 3 0 0 43 4 2 1 11 77 20 79 45 9 18 66 11 4 3 19 9 32 13 13 4
139 12 4 1 14 1 0 0 0 19 8 5 28 11 3 1 1 1 3 8 4 0 0 0 1 0 0 0 28 7 11 3 5 1 7 0 25 0 4 2 4 5 2 0 48 6 12 23 9
140 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
141 12 75 41 32 21 0 7 0 126 41 54 39 19 31 92 14 30 48 102 34 20 31 98 92 0 10 2 96 67 7 17 27 79 54 36 0 0 0 0 0 0 0 0 0 0 0 0 0
142 4 2 0 72 0 0 0 1 2 10 4 22 6 6 1 21 9 40 1 23 24 1 3 0 26 2 0 22 9 1 2 0 1 1 1 3 2 2 4 0 5 0 2 2 1 4 0 3
143 9 11 18 7 0 0 0 0 55 14 20 5 14 37 11 20 40 40 23 12 1 30 20 43 0 0 0 5 30 70 30 4 7 16 15 26 23 31 4 14 13 12 12 9 4 18 10 36
144 13 1 16 2 0 0 0 0 0 3 1 6 11 4 0 0 0 2 2 2 9 4 20 0 0 12 0 8 30 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
145 1 5 31 31 57 0 0 0 76 26 15 4 39 76 39 38 9 485 98 46 1053 0 5 3 138 134 0 0 0 0 26 2 0 0 8 0 0 0 362 55 4 0 0 39 3 0 0 1
146 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 1 1 0 0
147 5 17 2 2 1 0 1 3 0 0 2 0 0 0 0 0 0 1 0 2 1 0 0 0 0 0 0 0 0 0 3 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1
148 63 58 78 28 0 0 0 0 0 90 13 35 315 74 162 40 8 16 93 475 55 106 56 37 0 0 0 12 27 91 100 65 28 1 10 478 84 13 104 519 63 1 58 81 79 1 174 30
149 1 2 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
150 35 61 15 1 1 0 1 0 1 20 2 0 21 14 18 7 4 7 16 42 2 7 0 1 0 0 0 1 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
151 1 1 2 0 0 0 0 0 0 0 2 1 0 1 0 3 1 3 8 0 6 0 2 0 0 0 6 0 1 1 3 24 10 10 104 0 0 0 0 0 0 0 0 0 0 0 0 0
152 7 10 13 6 0 0 0 0 0 0 0 0 4 20 13 96 4 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
153 171 0 0 0 0 0 0 0 1 5 19 113 5 0 3 4 201 0 0 0 87 0 0 2 0 0 0 0 0 0 0 60 0 10 3 69 1 9 0 4 1 10 0 0 0 0 0 0
154 2 40 7 77 113 0 0 0 24 20 15 12 12 19 14 18 10 52 36 52 19 88 15 14 10 7 4 46 12 20 15 15 14 14 28 14 6 9 30 20 14 32 10 27 24 15 19 10
155 16 165 141 250 38 0 3 28 124 289 186 150 203 289 904 105 201 326 245 118 175 255 207 119 25 3 0 116 116 137 69 177 306 128 189 87 104 129 138 96 184 135 43 88 108 118 176 110
156 10 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 12 1 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0
157 10 0 3 0 0 0 0 0 0 3 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
158 4 209 82 241 0 0 0 182 74 89 180 11 118 138 105 87 54 61 69 78 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
159 3 56 16 45 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
160 1 1 1 2 0 0 0 1 2 3 5 0 6 8 0 3 4 24 3 0 2 7 5 0 1 36 2 8 151 73 4 6 2 2 10 8 17 4 33 13 2 1 7 2 5 2 6 3
161 25 19 16 10 1 0 1 0 112 33 34 5 4 93 34 137 75 405 35 187 12 47 29 96 1 1 0 7 28 11 119 506 44 7 42 56 121 41 8 4 7 8 130 263 229 116 103 32
162 2 2 0 0 0 0 0 0 0 0 7 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
163 26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
164 4 0 3 1 0 0 0 0 0 50 0 59 4 6 1 0 0 0 36 0 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
165 4 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
166 3 1 95 24 3 0 0 0 137 10 358 359 99 154 82 156 46 36 41 85 48 35 23 80 16 0 0 3 137 198 91 172 32 161 8 9 59 47 90 72 69 17 76 8 30 33 306 72
167 2 15 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
168 12 8 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
169 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
170 2 3 25 27 27 0 0 0 35 25 7 4 12 12 2 0 3 3 17 6 3 2 3 0 0 1 0 2 11 21 1 0 1 2 1 4 3 11 5 0 12 2 3 2 5 17 4 41
171 55 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
172 11 30 1 0 0 0 1 7 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
173 56 158 80 30 0 0 0 1 2 69 154 183 134 342 92 50 63 134 142 348 136 84 183 273 0 0 2 37 79 10 63 113 56 18 114 0 30 15 1 0 98 79 1 6 19 178 65 226
174 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
175 1 1 3 0 0 0 0 0 0 0 2 0 0 5 0 6 1 3 4 0 1 1 2 0 0 0 2 0 2 1 3 2 1 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0
176 71 416 371 554 164 25 12 50 453 343 660 892 410 481 258 318 419 482 329 372 347 490 379 454 140 0 0 102 447 339 277 493 434 353 303 340 286 1029 439 492 785 398 190 250 406 226 262 20
177 2 1 0 0 0 1 1 0 7 2 1 7 9 20 21 21 63 11 15 6 175 69 10 10 0 0 0 12 285 100 36 7 13 3 15 132 230 8 10 14 32 6 8 19 8 39 16 40
178 2 7 10 136 1 0 0 30 46 35 117 242 154 993 4 308 358 53 41 68 186 47 77 587 1 0 1 12 20 43 95 69 189 264 272 14 6 23 9 32 6 13 1 111 251 42 13 663
179 12 0 0 0 0 0 0 0 1 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
180 42 845 507 0 0 0 0 0 0 3 2289 2593 1476 0 0 2496 2196 655 0 0 0 0 0 438 624 36 1926 964 1916 2105 246 0 0 0 331 1648 1748 1146 0 0 0 0 0 0 1884 0 0 0
181 8 1 0 0 0 0 0 0 3 11 5 0 0 4 13 54 34 24 0 106 28 50 25 0 9 0 0 4 14 11 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
182 3 10 0 0 0 0 0 1 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
183 6 69 21 17 0 5 1 6 12 14 14 3 7 9 3 33 6 9 12 25 9 13 40 16 1 1 1 23 18 12 8 4 12 6 7 10 9 23 13 18 16 8 28 12 13 13 13 19
184 23 139 105 0 0 0 0 0 0 22 561 482 70 0 0 103 258 63 0 0 0 0 0 20 194 99 94 79 242 418 62 0 0 0 8 206 47 38 0 0 0 0 0 0 0 0 0 0
185 6 1 137 324 0 0 1 21 55 143 38 152 3 108 45 13 8 57 6 69 41 74 21 3 4 0 0 0 31 100 232 234 55 68 21 0 14 46 39 51 45 1 0 1 0 0 0 0
186 4 69 21 24 15 0 0 14 16 8 24 15 10 16 10 2 335 18 17 39 23 26 16 22 0 0 0 4 18 3 14 11 3 4 14 8 14 19 6 15 6 15 0 34 7 7 7 2
187 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
188 2 1 0 1 0 0 0 0 2 1 2 0 5 3 2 2 1 4 4 1 3 3 195 0 0 0 0 4 0 11 1 0 0 0 14 0 0 0 0 0 0 0 9 14 0 0 0 0
189 4 27 12 109 31 0 21 108 15 67 23 12 26 29 46 8 15 69 27 59 54 194 111 50 17 51 25 27 117 44 69 83 46 96 91 102 125 113 86 39 121 17 1 32 185 45 25 60
190 1 20 2 13 0 0 0 0 10 14 20 19 9 8 2 9 7 22 2 0 9 2 7 12 13 0 0 14 1 2 2 18 2 3 0 0 8 3 0 93 4 2 0 0 24 7 2 3
191 4 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
192 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
193 1 15 18 27 0 3 10 57 66 85 101 16 1 5 3 20 3 5 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
194 3 3 5 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
195 2 0 1 1 0 0 0 0 0 0 0 0 3 1 0 0 0 0 0 0 1 0 0 3 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
196 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
197 2 3 0 0 0 0 0 0 0 1 0 0 0 2 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
198 5 0 1 1 0 0 0 0 11 0 8 1 12 13 0 3 11 39 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0
199 3 0 20 27 3 0 0 0 0 0 48 106 32 5 0 3 0 0 0 0 0 21 3 21 0 0 0 0 13 12 55 0 9 0 0 0 9 3 0 3 0 0 0 0 0 0 0 0
200 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
201 26 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
202 13 72 84 27 50 12 28 23 68 81 50 37 35 3 8 10 0 152 50 0 0 0 0 7 6 0 0 0 6 0 16 6 17 36 1 2 9 18 16 10 0 1 10 3 0 0 0 0
203 12 63 1 0 0 0 28 126 51 233 21 5 52 194 71 0 147 172 0 9 171 77 76 109 98 46 82 246 318 64 141 73 137 133 100 0 0 0 0 0 0 0 0 0 0 0 0 0
204 4 4 19 13 0 0 0 0 0 17 23 8 6 17 1 11 9 2 21 1 0 11 45 12 0 0 0 20 45 2 0 1 3 4 1 0 4 4 4 0 1 6 1 0 1 1 2 11
205 4 6 0 23 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
206 1 3 0 0 0 0 0 0 4 56 7 0 16 3 4 5 0 10 4 1 11 0 2 6 0 0 0 1 1 1 5 0 2 2 0 22 0 2 9 3 4 1 0 5 0 7 1 3
207 7 14 0 3 0 0 0 0 0 2 4 1 1 1 2 1 4 5 1 0 3 6 3 4 0 0 0 2 128 11 13 12 13 4 4 3 0 3 6 10 4 18 51 9 46 12 22 4
208 1 7 10 34 0 0 0 1 7 6 0 0 0 26 2 1 0 0 2 0 0 2 0 0 0 5 0 0 2 0 0 0 0 0 1 3 1 0 0 0 5 8 0 0 3 2 13 1
209 1 12 14 8 0 0 8 11 8 9 5 6 14 6 10 9 13 10 5 16 18 3 9 3 1 0 1 1 12 18 5 12 1 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0
210 1 7 8 18 1 0 0 0 1 7 4 31 3 0 3 22 5 0 2 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
211 20 40 8 14 87 5 0 0 12 1 23 41 43 1 33 21 0 27 8 32 18 25 19 24 0 0 0 9 13 59 58 26 1 36 7 17 50 25 51 27 16 14 32 274 16 22 29 61
212 1 2 0 0 0 0 0 0 0 0 0 0 0 194 0 0 59 43 2 1 50 1 182 108 58 8 158 37 51 15 6 115 2 76 14 60 5 6 61 15 48 14 4 22 70 80 16 65
213 7 71 21 6 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
214 12 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
215 2 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
216 1 0 0 0 1 0 1 0 1 1 0 0 0 0 1 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1
217 14 32 19 35 52 0 0 13 32 25 25 34 41 37 26 33 36 53 94 121 147 84 149 220 112 67 132 140 57 70 79 107 55 53 66 72 61 96 117 69 59 44 27 49 61 44 45 66
218 22 66 34 15 9 0 0 0 7 27 38 72 7 17 59 94 18 20 63 8 179 5 29 11 0 0 0 1 59 5 48 10 2 9 9 5 24 3 1 0 0 0 0 0 0 0 0 0
219 4 12 23 26 0 0 0 6 17 2 30 15 20 10 9 10 14 3 24 15 9 10 2 3 1 0 1 7 1 2 3 5 6 6 2 11 6 12 2 3 0 10 1 9 6 8 3 12
220 36 2 0 11 0 0 0 7 1 0 2 2 9 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
221 5 0 1 4 1 0 0 4 4 1 0 9 0 0 0 0 0 0 0 0 6 1 0 15 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
222 1 14 6 11 1 0 0 0 16 5 1 1 1 0 2 2 6 3 4 90 1 2 2 83 1 0 1 3 2 4 15 3 1 7 11 0 0 1 5 0 0 0 1 1 1 0 0 0
223 1 3 3 1 1 0 0 0 4 3 2 1 1 0 2 2 3 2 1 30 1 3 2 5 2 0 1 3 3 5 3 4 1 5 4 4 7 4 26 0 0 0 1 1 1 0 0 0
224 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
225 4 4 1 0 2 0 4 5 3 18 8 2 11 0 12 2 2 6 3 5 5 9 3 10 0 0 1 5 4 5 8 2 0 0 15 1 0 0 0 6 7 6 3 7 3 4 0 0
226 3 5 3 8 2 0 0 1 26 4 16 15 12 25 16 17 9 5 13 11 19 5 10 9 3 0 14 1 1 1 0 4 2 2 3 1 0 4 0 0 4 0 0 7 8 9 24 11
227 2 2 0 0 0 1 0 0 4 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
228 2 1 1 0 0 0 0 778 9 11 4 1 27 96 2 0 10 1 2 1 16 1 0 0 0 0 0 0 0 0 0 0 2 1 9 98 0 0 131 172 0 3 0 1 0 107 0 62
229 2 30 53 6 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
230 127 1 0 0 0 0 0 3 6 65 5 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
231 1 1 2 0 0 1 1 1 0 2 1 0 1 1 3 4 1 2 1 2 4 4 10 1 2 2 1 11 2 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
232 2 26 24 18 0 0 1 0 5 3 1 17 2 12 1 8 3 33 33 7 324 20 72 6 1 0 0 4 17 8 4 24 3 7 10 3 7 1 13 2 67 1 1 4 4 6 1 0
233 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
234 242 441 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
235 4 7 69 0 0 7 0 0 12 0 9 18 25 6 1 8 4 192 18 25 16 35 32 8 4 1 0 4 19 6 16 12 28 14 2 11 2 73 26 86 7 6 4 6 3 6 0 2
236 4 21 11 2 13 18 2 0 11 0 1 0 1 1 0 1 1 0 4 1 2 1 0 1 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 1
237 4 3 9 112 13 0 0 6 450 20 10 72 12 8 7 15 6 4 24 8 34 8 20 10 2 1 3 3 8 20 15 8 13 2 20 23 0 0 0 0 0 0 0 0 0 0 0 0
238 31 15 21 7 1 0 0 2 5 13 18 6 47 21 44 45 16 21 7 18 12 13 90 10 4 0 1 18 11 50 5 119 11 84 20 11 3 14 1 18 35 2 13 1 11 4 4 1
239 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
240 1 2 0 1 8 0 0 0 0 1 1 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 5 1 0
241 2 33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
242 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
243 1 1 6 2 0 0 1 4 4 12 15 10 18 16 3 5 6 1 3 2 1 5 2 2 5 0 0 18 5 9 31 7 4 0 3 5 7 6 7 12 18 0 5 17 21 20 31 77
244 1 447 0 3 0 6 37 0 1 2 2 2 2 18 4 3 5 0 3 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
245 2 33 14 2089 5 0 0 2 8 21 0 0 0 0 4 11 2 14 22 5 68 3 138 31 1 0 2 3 0 3 2 21 5 22 5 16 3 7 1 45 16 0 4 29 4 24 75 15
246 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
247 3 16 15 5 3 13 1 20 1 46 17 4 5 1 3 1 30 13 7 8 6 7 5 7 0 0 0 59 11 17 2 0 5 3 3 5 19 10 8 17 7 1 12 9 4 3 0 4
248 8 24 3 0 0 0 0 0 29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
249 9 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
250 22 56 0 0 0 0 0 4 9 5 0 1 113 11 0 16 2 0 100 80 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
251 4 3 3 0 0 3 0 0 3 0 8 0 9 3 3 10 5 15 5 50 11 6 6 5 3 0 2 8 6 21 213 15 19 0 4 2 4 3 1 0 0 0 9 0 9 14 0 1
252 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
253 1 7 3 4 0 0 0 7 2 0 2 1 4 0 1 2 2 1 2 6 4 2 2 4 6 2 0 1 5 3 3 0 0 2 5 2 1 5 0 3 3 2 1 2 2 2 2 2
254 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
255 14 16 65 27 0 0 0 0 70 46 0 13 22 49 37 112 81 77 86 95 40 252 114 53 33 0 0 0 1 2 2 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0
256 5 26 0 23 7 0 0 0 4 2 0 30 9 36 1 8 2 10 2 1 4 5 1 8 0 0 0 16 2 4 1 6 21 1 2 2 2 0 0 3 1 3 1 2 2 0 32 0
257 77 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
258 10 0 7 1 224 1 0 0 7 12 12 0 0 1 0 0 0 0 0 0 0 30 7 0 1 0 0 1 14 5 3 0 0 0 0 0 4 1 0 2 5 4 1 0 14 4 0 0
259 2 3 0 3 1 0 1 12 2 6 10 3 46 15 5 10 2 0 13 8 13 3 5 2 0 0 0 6 4 8 6 0 3 5 3 10 1 2 5 17 0 17 24 28 9 13 6 11
260 31 20 21 0 0 89 0 0 8 29 4 12 0 26 23 4 10 0 7 17 1 0 16 1 40 0 28 25 2 254 0 13 0 24 28 14 77 42 19 88 2 1 1 13 1 11 0 10
261 4 2 1 5 4 0 1 14 0 0 2 1 0 4 0 4 0 0 0 0 82 44 0 1 0 0 0 2 0 0 0 168 8 65 32 73 133 0 47 0 0 0 1 78 62 0 3 0
262 1 5 0 2 0 0 0 1 1 2 2 4 1 1 3 4 4 0 0 3 2 2 2 2 0 0 0 7 3 2 3 5 4 2 1 6 3 8 1 49 2 1 4 26 6 5 8 0
263 1 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
264 30 36 63 68 16 0 0 4 69 8 23 26 14 28 159 11 36 38 24 58 29 22 94 19 47 1 11 8 8 158 9 27 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
265 17 1 2 1 0 0 24 0 0 0 7 10 0 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
266 5 0 2 0 0 0 0 5 7 2 0 0 50 1 7 23 1 3 9 9 3 5 0 0 0 0 7 3 8 1 1 14 5 0 0 0 61 0 0 2 0 0 0 0 43 18 32 0
267 3 0 0 0 2 0 0 0 7 2 1 1 134 6 4 3 7 4 32 19 9 4 10 7 23 1 3 1 2 13 6 1 8 10 1 4 7 31 45 65 13 19 89 45 697 183 177 367
268 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
269 1 2 1 1 0 0 3 161 2 1 1 3 1 1 3 0 0 28 1 4 1 2 23 0 24 0 0 57 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
270 1 52 0 0 0 0 0 13 23 70 200 70 18 80 201 133 178 33 114 57 32 33 22 51 46 5 0 484 162 174 67 111 144 88 32 123 7 101 28 194 164 367 146 439 317 169 760 722
271 1 0 0 0 0 0 0 1 0 0 0 0 0 0 6 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
272 9 6 0 16 2 4 0 4 7 2 1 4 2 0 3 2 7 1 2 0 0 4 2 6 23 0 12 5 4 13 5 2 16 4 2 2 0 2 2 3 17 4 25 11 4 8 7 1
273 1 2 9 0 1 2 0 1 0 1 0 0 2 3 0 0 0 0 0 0 0 0 0 0 0 0 1 1 65 1 0 0 0 0 32 1 1 1 17 2 0 0 0 0 0 0 0 0
274 13 9 0 6 0 7 6 0 0 59 2 0 5 0 3 4 19 4 5 9 3 0 1 0 12 1 10 1 2 7 10 1 0 10 0 0 9 14 0 0 1 20 4 23 0 1 2 2
275 8 4 5 0 7 0 0 0 3 1 0 0 0 0 3 0 7 0 0 0 12 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
276 1 1 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
